"NAICS","NAICS Index Item","Source","Revision"
"335210","Sweepers, household-type electric vacuum, manufacturing","NAICS MANUAL",""
"335210","Teakettles, electric, manufacturing","NAICS MANUAL",""
"335210","Toaster ovens, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Toasters, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Toothbrushes, electric, manufacturing","NAICS MANUAL",""
"335210","Trouser pressers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Unit heaters, portable electric, manufacturing","NAICS MANUAL",""
"335210","Urns, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Vacuum cleaners (e.g., canister, handheld, upright) household-type electric, manufacturing","NAICS MANUAL",""
"335210","Vacuum cleaners and sweepers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Vaporizers, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Ventilating kitchen fans, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Ventilation and exhaust fans (except attic fans), household-type, manufacturing","NAICS MANUAL",""
"335210","Waffle irons, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Warming trays, electric, manufacturing","NAICS MANUAL",""
"335210","Water pulsating devices, household-type electric, manufacturing","NAICS MANUAL",""
"335210","Whippers, household-type electric, manufacturing","NAICS MANUAL",""
"335220","Barbecues, grills, and braziers manufacturing","NAICS MANUAL","Consolidated"
"335220","Braziers, barbecue, manufacturing","NAICS MANUAL","Consolidated"
"335220","Convection ovens (including portable), household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Dishwashers, household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Dishwashing machines, household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Drycleaning and laundry machines, household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Dryers, clothes, household-type, gas and electric, manufacturing","NAICS MANUAL","Consolidated"
"335220","Dryers, household-type laundry, manufacturing","NAICS MANUAL","Consolidated"
"335220","Food waste disposal units, household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Freezers, chest and upright household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Garbage disposal units, household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Gas ranges, household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Hot water heaters (including nonelectric), household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Ice boxes, household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Ironers and mangles, household-type (except portable irons), manufacturing","NAICS MANUAL","Consolidated"
"335220","Laundry equipment (e.g., dryers, washers), household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Microwave ovens (including portable), household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Ovens, freestanding household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Ovens, portable household-type convection and microwave, manufacturing","NAICS MANUAL","Consolidated"
"335220","Ranges, household-type cooking, manufacturing","NAICS MANUAL","Consolidated"
"335220","Refrigerator/freezer combinations, household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Refrigerators (e.g., absorption, mechanical), household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Stoves, ceramic disk element, household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Stoves, household-type cooking, manufacturing","NAICS MANUAL","Consolidated"
"335220","Trash and garbage compactors, household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Washing machines, household-type, manufacturing","NAICS MANUAL","Consolidated"
"335220","Water heaters (including nonelectric), household-type, manufacturing","NAICS MANUAL","Consolidated"
"335311","Airport lighting transformers manufacturing","NAICS MANUAL",""
"335311","Arc-welding transformers, separate solid-state, manufacturing","NAICS MANUAL",""
"335311","Autotransformers for switchboards (except telephone switchboards) manufacturing","NAICS MANUAL",""
"335311","Autotransformers manufacturing","NAICS MANUAL",""
"335311","Ballasts (i.e., transformers) manufacturing","NAICS MANUAL",""
"335311","Boosters, feeder voltage (i.e., electrical transformers), manufacturing","NAICS MANUAL",""
"335311","Burner ignition transformers manufacturing","NAICS MANUAL",""
"335311","Control transformers manufacturing","NAICS MANUAL",""
"335311","Current limiting reactors, electrical, manufacturing","NAICS MANUAL",""
"335311","Distribution transformers, electric, manufacturing","NAICS MANUAL",""
"335311","Electric furnace transformers manufacturing","NAICS MANUAL",""
"335311","Feeder voltage regulators and boosters (i.e., electrical transformers) manufacturing","NAICS MANUAL",""
"335311","Fluorescent ballasts (i.e., transformers) manufacturing","NAICS MANUAL",""
"335311","Fluorescent lighting transformers manufacturing","NAICS MANUAL",""
"335311","Generator voltage regulators, electric induction and step-type (except engine electrical equipment), manufacturing","NAICS MANUAL",""
"335311","Instrument transformers (except complete instruments) for metering or protective relaying use manufacturing","NAICS MANUAL",""
"335311","Isolation transformers manufacturing","NAICS MANUAL",""
"335311","Lamp ballasts manufacturing","NAICS MANUAL",""
"335311","Lighting transformers manufacturing","NAICS MANUAL",""
"335311","Lighting transformers, street and airport, manufacturing","NAICS MANUAL",""
"335311","Line voltage regulators (i.e., electric transformers) manufacturing","NAICS MANUAL",""
"335311","Luminous tube transformers manufacturing","NAICS MANUAL",""
"335311","Machine tool transformers manufacturing","NAICS MANUAL",""
"335311","Power transformers, electric, manufacturing","NAICS MANUAL",""
"335311","Regulating transformers, power system-type, manufacturing","NAICS MANUAL",""
"335311","Regulators (i.e., electric transformers), feeder voltage, manufacturing","NAICS MANUAL",""
"335311","Saturable transformers manufacturing","NAICS MANUAL",""
"335311","Signaling transformers, electric, manufacturing","NAICS MANUAL",""
"335311","Specialty transformers, electric, manufacturing","NAICS MANUAL",""
"335311","Substation transformers, electric power distribution, manufacturing","NAICS MANUAL",""
"335311","Transformers, electric power, manufacturing","NAICS MANUAL",""
"335311","Transformers, ignition, for use on domestic fuel burners, manufacturing","NAICS MANUAL",""
"335311","Transformers, reactor, manufacturing","NAICS MANUAL",""
"335311","Transformers, separate solid-state arc-welding, manufacturing","NAICS MANUAL",""
"335311","Transmission and distribution voltage regulators manufacturing","NAICS MANUAL",""
"335311","Voltage regulating transformers, electric power, manufacturing","NAICS MANUAL",""
"335311","Voltage regulators, transmission and distribution, manufacturing","NAICS MANUAL",""
"335312","Armature rewinding on a factory basis","NAICS MANUAL",""
"335312","Armatures, industrial, manufacturing","NAICS MANUAL",""
"335312","Coils for motors and generators manufacturing","NAICS MANUAL",""
"335312","Collector rings for motors and generators manufacturing","NAICS MANUAL",""
"335312","Commutators, electric motor, manufacturing","NAICS MANUAL",""
"335312","Condensers, synchronous, electric, manufacturing","NAICS MANUAL",""
"335312","Converters, phase and rotary, electrical equipment, manufacturing","NAICS MANUAL",""
"335312","Dynamos, electric (except automotive), manufacturing","NAICS MANUAL",""
"335312","Dynamotors manufacturing","NAICS MANUAL",""
"335312","Exciter assemblies, motor and generator, manufacturing","NAICS MANUAL",""
"335312","Fractional horsepower electric motors manufacturing","NAICS MANUAL",""
"335312","Frequency converters (i.e., electric generators) manufacturing","NAICS MANUAL",""
"335312","Generating apparatus and parts, electrical (except internal combustion engine and welding), manufacturing","NAICS MANUAL",""
"335312","Generator sets, prime mover (except turbine generator sets), manufacturing","NAICS MANUAL",""
"335312","Generators and sets, electric (except internal combustion engine, welding, turbine generator sets), manufacturing","NAICS MANUAL",""
"335312","Generators for gas-electric and oil-electric vehicles, manufacturing","NAICS MANUAL",""
"335312","Generators for storage battery chargers (except internal combustion engine and aircraft) manufacturing","NAICS MANUAL",""
"335312","Ground Power Units (GPU) manufacturing","2017 ADD",""
"335312","Integral horsepower electric motors manufacturing","NAICS MANUAL",""
"335312","Inverters, rotating electrical, manufacturing","NAICS MANUAL",""
"335312","Land transportation motors and generators manufacturing","NAICS MANUAL",""
"335312","Motor generator sets (except automotive, turbine generator sets) manufacturing","NAICS MANUAL",""
"335312","Motors, electric (except engine starting motors, gearmotors, outboard), manufacturing","NAICS MANUAL",""
"335312","Phase converters (i.e., electrical equipment) manufacturing","NAICS MANUAL",""
"335312","Power generators manufacturing","NAICS MANUAL",""
"335312","Prime mover generator sets (except turbine generator sets) manufacturing","NAICS MANUAL",""
"335312","Railway motors and control equipment, electric, manufacturing","NAICS MANUAL",""
"335312","Resolvers manufacturing","NAICS MANUAL",""
"335312","Rotor retainers and housings manufacturing","NAICS MANUAL",""
"335312","Rotors (i.e., for motors) manufacturing","NAICS MANUAL",""
"335312","Servomotors manufacturing","NAICS MANUAL",""
"335312","Slip rings for motors and generators manufacturing","NAICS MANUAL",""
"335312","Stators for motors manufacturing","NAICS MANUAL",""
"335312","Storage battery chargers (except internal combustion engine-type) manufacturing","NAICS MANUAL",""
"335312","Synchronous condensers and timing motors, electric, manufacturing","NAICS MANUAL",""
"335312","Synchronous motors manufacturing","NAICS MANUAL",""
"335312","Timing motors, synchronous, electric, manufacturing","NAICS MANUAL",""
"335312","Torque motors, electric, manufacturing","NAICS MANUAL",""
"335313","Air circuit breakers manufacturing","NAICS MANUAL",""
"335313","Bus bar structures, switchgear-type, manufacturing","NAICS MANUAL",""
"335313","Circuit breakers, air, manufacturing","NAICS MANUAL",""
"335313","Circuit breakers, power, manufacturing","NAICS MANUAL",""
"335313","Connectors, power, manufacturing","NAICS MANUAL",""
"335313","Control panels, electric power distribution, manufacturing","NAICS MANUAL",""
"335313","Cubicles (i.e., electric switchboard equipment) manufacturing","NAICS MANUAL",""
"335313","Distribution boards, electric, manufacturing","NAICS MANUAL",""
"335313","Distribution cutouts manufacturing","NAICS MANUAL",""
"335313","Ducts for electrical switchboard apparatus manufacturing","NAICS MANUAL",""
"335313","Fuse clips and blocks, electric, manufacturing","NAICS MANUAL",""
"335313","Fuse mountings, electric power, manufacturing","NAICS MANUAL",""
"335313","Fuses, electrical, manufacturing","NAICS MANUAL",""
"335313","Generator control and metering panels, switchgear-type, manufacturing","NAICS MANUAL",""
"335313","Knife switches, electric power switchgear-type, manufacturing","NAICS MANUAL",""
"335313","Metering panels, electric, manufacturing","NAICS MANUAL",""
"335313","Panelboards, electric power distribution, manufacturing","NAICS MANUAL",""
"335313","Panels, generator control and metering, manufacturing","NAICS MANUAL",""
"335313","Power circuit breakers manufacturing","NAICS MANUAL",""
"335313","Power connectors manufacturing","NAICS MANUAL",""
"335313","Power fuses (i.e., 600 volts and over) manufacturing","NAICS MANUAL",""
"335313","Power switchboards manufacturing","NAICS MANUAL",""
"335313","Power switching equipment manufacturing","NAICS MANUAL",""
"335313","Regulators, power, manufacturing","NAICS MANUAL",""
"335313","Switchboards and parts, power, manufacturing","NAICS MANUAL",""
"335313","Switches, electric power (except pushbutton, snap, solenoid, tumbler), manufacturing","2017 ADD",""
"335313","Switchgear and switchgear accessories manufacturing","NAICS MANUAL",""
"335313","Switchgear and switchgear accessory manufacturing","BLS SINGULAR",""
"335313","Switching equipment, power, manufacturing","NAICS MANUAL",""
"335313","Time switches, electrical switchgear apparatus, manufacturing","NAICS MANUAL",""
"335314","Armature relays manufacturing","NAICS MANUAL",""
"335314","Brakes and clutches, electromagnetic, manufacturing","NAICS MANUAL",""
"335314","Brakes, electromagnetic, manufacturing","NAICS MANUAL",""
"335314","Control circuit devices, magnet and solid-state, manufacturing","NAICS MANUAL",""
"335314","Control circuit relays, industrial, manufacturing","NAICS MANUAL",""
"335314","Control equipment, electric, manufacturing","NAICS MANUAL",""
"335314","Controls and control accessories, industrial, manufacturing","NAICS MANUAL",""
"335314","Controls for adjustable speed drives manufacturing","NAICS MANUAL",""
"335314","Crane and hoist controls, including metal mill, manufacturing","NAICS MANUAL",""
"335314","Flow actuated electrical switches manufacturing","NAICS MANUAL",""
